Date,Open,High,Low,Close,Adj Close,Volume
2017-04-13,3.79,3.8,3.76,3.77,3.60187,46913700
2017-04-17,3.77,3.77,3.74,3.75,3.5827620000000002,15224600
2017-04-18,3.77,3.79,3.71,3.71,3.544546,31899800
2017-04-19,3.7,3.77,3.7,3.76,3.5923160000000003,22221400
2017-04-20,3.74,3.75,3.72,3.74,3.573208,20041100
2017-04-21,3.73,3.75,3.73,3.73,3.563654,14732500
2017-04-24,3.74,3.75,3.7,3.73,3.563654,24298480
2017-04-25,3.74,3.76,3.72,3.75,3.5827620000000002,18855600
2017-04-26,3.75,3.75,3.72,3.74,3.573208,22033400
2017-04-27,3.73,3.75,3.73,3.75,3.5827620000000002,11044200
2017-04-28,3.74,3.75,3.71,3.74,3.573208,33499400
2017-05-02,3.74,3.74,3.71,3.73,3.563654,29094400
2017-05-03,3.73,3.75,3.72,3.74,3.573208,10934200
2017-05-04,3.75,3.75,3.73,3.73,3.563654,11317600
2017-05-05,3.76,3.78,3.73,3.75,3.5827620000000002,29172600
2017-05-08,3.75,3.75,3.71,3.72,3.5541,47262600
2017-05-09,3.71,3.72,3.7,3.72,3.5541,45752500
2017-05-11,3.72,3.72,3.69,3.71,3.544546,84769200
2017-05-12,3.7,3.75,3.7,3.71,3.544546,51823400
2017-05-15,3.71,3.75,3.71,3.74,3.573208,32892325
2017-05-16,3.74,3.77,3.73,3.73,3.563654,21639400
2017-05-17,3.73,3.75,3.7,3.75,3.5827620000000002,20084200
2017-05-18,3.71,3.77,3.7,3.76,3.5923160000000003,27405300
2017-05-19,3.76,3.78,3.73,3.73,3.563654,29317800
2017-05-22,3.74,3.77,3.73,3.74,3.573208,17117800
2017-05-23,3.74,3.77,3.74,3.76,3.5923160000000003,16318700
2017-05-24,3.76,3.77,3.74,3.75,3.5827620000000002,15714200
2017-05-25,3.74,3.75,3.72,3.73,3.563654,28249196
2017-05-26,3.72,3.74,3.71,3.73,3.563654,22676800
2017-05-29,3.73,3.75,3.72,3.74,3.573208,9500700
2017-05-30,3.74,3.76,3.72,3.75,3.5827620000000002,15894700
2017-05-31,3.76,3.76,3.74,3.76,3.5923160000000003,26599700
2017-06-01,3.76,3.82,3.75,3.8,3.630532,28831200
2017-06-02,3.81,3.83,3.8,3.81,3.640086,18993700
2017-06-05,3.83,3.83,3.77,3.8,3.630532,19467700
2017-06-06,3.81,3.82,3.77,3.78,3.611424,17554200
2017-06-07,3.78,3.78,3.75,3.75,3.5827620000000002,27630900
2017-06-08,3.76,3.77,3.75,3.76,3.5923160000000003,20477800
2017-06-09,3.76,3.76,3.73,3.74,3.573208,20887200
2017-06-12,3.74,3.76,3.73,3.74,3.573208,18474800
2017-06-13,3.75,3.77,3.74,3.75,3.5827620000000002,33452000
2017-06-14,3.75,3.78,3.75,3.77,3.60187,14308300
2017-06-15,3.76,3.78,3.76,3.77,3.60187,14842900
2017-06-16,3.79,3.8,3.78,3.8,3.630532,19357200
2017-06-19,3.8,3.82,3.78,3.8,3.630532,10251900
2017-06-20,3.77,3.8,3.77,3.79,3.620978,9555800
2017-06-21,3.77,3.77,3.75,3.75,3.5827620000000002,25582100
2017-06-22,3.77,3.78,3.75,3.77,3.60187,11635400
2017-06-23,3.78,3.79,3.76,3.79,3.620978,12015700
2017-06-27,3.79,3.82,3.79,3.8,3.630532,14341300
2017-06-28,3.81,3.84,3.8,3.82,3.64964,19773000
2017-06-29,3.84,3.89,3.83,3.88,3.706964,24519800
2017-06-30,3.86,3.9,3.85,3.89,3.7165190000000004,25133700
2017-07-03,3.89,3.92,3.88,3.9,3.7260730000000004,28325700
2017-07-04,3.92,3.92,3.88,3.89,3.7165190000000004,25677400
2017-07-05,3.9,3.92,3.89,3.9,3.7260730000000004,18245800
2017-07-06,3.9,3.92,3.87,3.88,3.706964,15734300
2017-07-07,3.85,3.88,3.83,3.86,3.6878559999999996,19706800
2017-07-10,3.87,3.9,3.85,3.9,3.7260730000000004,15957900
2017-07-11,3.9,3.91,3.86,3.88,3.706964,13777300
2017-07-12,3.86,3.88,3.85,3.87,3.6974099999999996,13209700
2017-07-13,3.86,3.88,3.85,3.86,3.6878559999999996,16967800
2017-07-14,3.88,3.91,3.87,3.91,3.7356269999999996,28658500
2017-07-17,3.93,3.94,3.9,3.91,3.7356269999999996,24759300
2017-07-18,3.9,3.92,3.88,3.9,3.7260730000000004,18345900
2017-07-19,3.89,3.92,3.88,3.92,3.7451809999999996,19184400
2017-07-20,3.91,3.91,3.86,3.88,3.706964,24585900
2017-07-21,3.87,3.93,3.86,3.91,3.7356269999999996,29903500
2017-07-24,3.91,3.93,3.88,3.92,3.7451809999999996,11139900
2017-07-25,3.93,3.95,3.93,3.93,3.7547349999999997,14853700
2017-07-26,3.95,3.97,3.93,3.96,3.783397,24908300
2017-07-27,3.96,3.98,3.96,3.97,3.7929510000000004,26913000
2017-07-28,3.98,4.0,3.97,4.0,3.8216129999999997,24292300
2017-07-31,4.0,4.0,3.95,3.97,3.7929510000000004,27729600
2017-08-01,3.86,3.86,3.83,3.86,3.7900050000000003,23797200
2017-08-02,3.83,3.85,3.8,3.84,3.770368,26180700
2017-08-03,3.83,3.84,3.81,3.82,3.7507309999999996,13330700
2017-08-04,3.82,3.84,3.81,3.83,3.7605489999999997,15252000
2017-08-07,3.83,3.83,3.81,3.81,3.7409120000000002,10382000
2017-08-08,3.8,3.81,3.75,3.77,3.7016370000000003,28751000
2017-08-10,3.77,3.79,3.75,3.76,3.691819,30176700
2017-08-11,3.76,3.78,3.74,3.76,3.691819,20583900
2017-08-14,3.77,3.78,3.75,3.77,3.7016370000000003,20167400
2017-08-15,3.78,3.83,3.78,3.79,3.721275,22098800
2017-08-16,3.79,3.8,3.75,3.79,3.721275,16135900
2017-08-17,3.73,3.76,3.71,3.76,3.691819,26932700
2017-08-18,3.75,3.78,3.74,3.75,3.682,15902200
2017-08-21,3.75,3.76,3.73,3.74,3.6721809999999997,11599200
2017-08-22,3.74,3.76,3.73,3.75,3.682,14220600
2017-08-23,3.75,3.78,3.74,3.74,3.6721809999999997,12624700
2017-08-24,3.76,3.77,3.74,3.75,3.682,12529500
2017-08-25,3.74,3.76,3.74,3.75,3.682,14330800
2017-08-28,3.75,3.77,3.74,3.75,3.682,8815600
2017-08-29,3.73,3.73,3.7,3.7,3.632907,24629400
2017-08-30,3.7,3.73,3.7,3.71,3.642725,13715500
2017-08-31,3.73,3.73,3.7,3.7,3.632907,28873600
2017-09-04,3.7,3.7,3.66,3.66,3.593632,25232500
2017-09-05,3.67,3.7,3.66,3.68,3.6132690000000003,13146600
2017-09-06,3.7,3.71,3.68,3.69,3.6230879999999996,11809500
2017-09-07,3.71,3.71,3.67,3.67,3.603451,12894400
2017-09-08,3.67,3.69,3.66,3.68,3.6132690000000003,14103500
2017-09-11,3.69,3.69,3.68,3.69,3.6230879999999996,6290900
2017-09-12,3.7,3.71,3.66,3.66,3.593632,19991000
2017-09-13,3.66,3.67,3.65,3.67,3.603451,17241800
2017-09-14,3.67,3.67,3.65,3.67,3.603451,24611900
2017-09-15,3.66,3.68,3.65,3.67,3.603451,19868500
2017-09-18,3.69,3.74,3.68,3.71,3.642725,23897000
2017-09-19,3.73,3.74,3.68,3.68,3.6132690000000003,17780800
2017-09-20,3.68,3.71,3.67,3.7,3.632907,9663500
2017-09-21,3.68,3.69,3.66,3.68,3.6132690000000003,14324700
2017-09-22,3.67,3.69,3.66,3.68,3.6132690000000003,14465800
2017-09-25,3.68,3.69,3.66,3.67,3.603451,11649000
2017-09-26,3.68,3.7,3.67,3.68,3.6132690000000003,7911500
2017-09-27,3.68,3.72,3.67,3.71,3.642725,11319500
2017-09-28,3.7,3.71,3.67,3.67,3.603451,17023400
2017-09-29,3.67,3.7,3.66,3.68,3.6132690000000003,21178400
2017-10-02,3.69,3.72,3.68,3.7,3.632907,19359900
2017-10-03,3.71,3.71,3.68,3.68,3.6132690000000003,16428600
2017-10-04,3.68,3.71,3.68,3.69,3.6230879999999996,16931100
2017-10-05,3.7,3.7,3.68,3.68,3.6132690000000003,21252400
2017-10-06,3.68,3.7,3.67,3.68,3.6132690000000003,34892900
2017-10-09,3.68,3.69,3.67,3.68,3.6132690000000003,30314200
2017-10-10,3.69,3.7,3.68,3.68,3.6132690000000003,16889221
2017-10-11,3.69,3.7,3.67,3.68,3.6132690000000003,18313800
2017-10-12,3.68,3.69,3.67,3.68,3.6132690000000003,22180800
2017-10-13,3.67,3.7,3.67,3.7,3.632907,23266000
2017-10-16,3.7,3.73,3.69,3.72,3.6525440000000002,19625000
2017-10-17,3.73,3.77,3.73,3.74,3.6721809999999997,22815300
2017-10-19,3.74,3.78,3.74,3.76,3.691819,25029400
2017-10-20,3.77,3.77,3.75,3.76,3.691819,12420700
2017-10-23,3.76,3.78,3.73,3.74,3.6721809999999997,15421400
2017-10-24,3.74,3.75,3.73,3.74,3.6721809999999997,16217100
2017-10-25,3.74,3.75,3.72,3.73,3.6623629999999996,12386600
2017-10-26,3.72,3.76,3.72,3.76,3.691819,13446400
2017-10-27,3.78,3.8,3.77,3.79,3.721275,20666800
2017-10-30,3.8,3.8,3.77,3.78,3.7114559999999996,9405800
2017-10-31,3.76,3.78,3.74,3.75,3.682,24160400
2017-11-01,3.75,3.77,3.73,3.75,3.682,32211233
2017-11-02,3.75,3.77,3.73,3.75,3.682,15045000
2017-11-03,3.75,3.77,3.74,3.77,3.7016370000000003,6567800
2017-11-06,3.76,3.79,3.75,3.79,3.721275,18873700
2017-11-07,3.78,3.8,3.77,3.78,3.7114559999999996,12883300
2017-11-08,3.76,3.78,3.76,3.78,3.7114559999999996,15989000
2017-11-09,3.76,3.77,3.71,3.76,3.691819,29539500
2017-11-10,3.75,3.79,3.75,3.78,3.7114559999999996,25362300
2017-11-13,3.77,3.78,3.73,3.74,3.6721809999999997,23086900
2017-11-14,3.74,3.74,3.68,3.7,3.632907,37060100
2017-11-15,3.7,3.71,3.68,3.69,3.6230879999999996,23441000
2017-11-16,3.7,3.7,3.65,3.66,3.593632,40729500
2017-11-17,3.67,3.68,3.66,3.68,3.6132690000000003,22853500
2017-11-20,3.68,3.69,3.67,3.67,3.603451,21399200
2017-11-21,3.68,3.69,3.67,3.69,3.6230879999999996,22282300
2017-11-22,3.69,3.7,3.68,3.7,3.632907,18102200
2017-11-23,3.7,3.7,3.69,3.7,3.632907,11330100
2017-11-24,3.7,3.7,3.69,3.69,3.6230879999999996,13861200
2017-11-27,3.69,3.69,3.66,3.69,3.6230879999999996,27557300
2017-11-28,3.68,3.74,3.67,3.73,3.6623629999999996,24656100
2017-11-29,3.74,3.74,3.72,3.74,3.6721809999999997,13427500
2017-11-30,3.72,3.75,3.72,3.73,3.6623629999999996,37893000
2017-12-01,3.73,3.76,3.73,3.74,3.6721809999999997,20297445
2017-12-04,3.74,3.76,3.74,3.75,3.682,8354200
2017-12-05,3.76,3.78,3.74,3.75,3.682,19304900
2017-12-06,3.78,3.8,3.76,3.78,3.7114559999999996,19248600
2017-12-07,3.8,3.8,3.78,3.8,3.731093,13906300
2017-12-08,3.79,3.8,3.78,3.78,3.7114559999999996,10539800
2017-12-11,3.78,3.79,3.75,3.77,3.7016370000000003,23213200
2017-12-12,3.78,3.79,3.76,3.79,3.721275,14552600
2017-12-13,3.79,3.79,3.77,3.79,3.721275,15355300
2017-12-14,3.79,3.79,3.77,3.77,3.7016370000000003,18580700
2017-12-15,3.76,3.77,3.75,3.75,3.682,18423900
2017-12-18,3.66,3.66,3.62,3.64,3.64,30013600
2017-12-19,3.63,3.63,3.6,3.61,3.61,25624300
